sentence_id,parent_chunk,token_start,token_end,sentence_text
MAIN001-S156,MAIN001,1627,1639,"Porāṇehipi vuttaṃ – ‘‘Bhagavāti vacanaṃ seṭṭhaṃ, bhagavāti vacanamuttamaṃ; Garugāravayutto so, bhagavā tena vuccatī’’ti."
MAIN001-S157,MAIN001,1640,1652,"Apica – ‘‘Bhāgyavā bhaggavā yutto, bhagehi ca vibhattavā; Bhattavā vantagamano, bhavesu bhagavā tato’’ti."
MAIN001-S158,MAIN001,1653,1660,– Imissā gāthāya vasenassa padassa vitthārato attho veditabbo.
MAIN001-S159,MAIN001,1661,1665,So ca visuddhimagge buddhānussatiniddese vuttoyeva.
MAIN001-S160,MAIN001,1666,1678,Ettāvatā cettha evaṃ me sutanti vacanena yathāsutaṃ dhammaṃ dassento bhagavato dhammasarīraṃ paccakkhaṃ karoti.
MAIN001-S161,MAIN001,1679,1691,"Tena – ‘‘nayidaṃ atikkantasatthukaṃ pāvacanaṃ, ayaṃ vo satthā’’ti satthu adassanena ukkaṇṭhitaṃ janaṃ samassāseti."
MAIN001-S162,MAIN001,1692,1702,Ekaṃ samayaṃ bhagavāti vacanena tasmiṃ samaye bhagavato avijjamānabhāvaṃ dassento rūpakāyaparinibbānaṃ sādheti.
MAIN001-S163,MAIN001,1703,1724,"Tena ‘‘evaṃvidhassa nāma ariyadhammassa desako dasabaladharo vajirasaṅghātasamānakāyo, sopi bhagavā parinibbuto, kena aññena jīvite āsā janetabbā’’ti jīvitamadamattaṃ janaṃ saṃvejeti, saddhamme cassa ussāhaṃ janeti."
MAIN001-S164,MAIN001,1725,1729,Evanti ca bhaṇanto desanāsampattiṃ niddisati.
MAIN001-S165,MAIN001,1730,1732,Me sutanti sāvakasampattiṃ.
MAIN001-S166,MAIN001,1733,1735,Ekaṃ samayanti kālasampattiṃ.
MAIN001-S167,MAIN001,1736,1737,Bhagavāti desakasampattiṃ.
MAIN001-S168,MAIN001,1738,1755,"Ukkaṭṭhāyaṃ viharatīti ettha ukkāti dīpikā, tañca nagaraṃ ‘‘maṅgaladivaso sukhaṇo sunakkhattaṃ mā atikkamī’’ti rattimpi ukkāsu ṭhitāsu māpitattā ukkaṭṭhāti vuccati."
MAIN001-S169,MAIN001,1756,1763,"Daṇḍadīpikāsu jāletvā dhārīyamānāsu māpitattāti vuttaṃ hoti, tassaṃ ukkaṭṭhāyaṃ."
MAIN001-S170,MAIN001,1764,1766,Samīpatthe cetaṃ bhummavacanaṃ.
MAIN001-S171,MAIN001,1767,1770,Viharatīti avisesena iriyāpathadibbabrahmaariyavihāresu aññataravihārasamaṅgiparidīpanametaṃ.
MAIN001-S172,MAIN001,1771,1775,Idha pana ṭhānagamananisinnasayanappabhedesu riyāpathesu aññatarairiyāpathasamāyogaparidīpanaṃ.
MAIN001-S173,MAIN001,1776,1783,Tena ṭhitopi gacchantopi nisinnopi sayānopi bhagavā viharaticceva veditabbo.
MAIN001-S174,MAIN001,1784,1798,"So hi bhagavā ekaṃ iriyāpathabādhanaṃ aññena iriyāpathena vicchinditvā aparipatantaṃ attabhāvaṃ harati pavatteti, tasmā viharatīti vuccati."
MAIN001-S175,MAIN001,1799,1807,"Subhagavaneti ettha subhagattā subhagaṃ, sundarasirikattā sundarakāmattā cāti vuttaṃ hoti."
MAIN001-S176,MAIN001,1808,1838,"Tassa hi vanassa sirisampattiyā manussā annapānādīni ādāya divasaṃ tattheva chaṇasamajjaussave karontā bhogasukhaṃ anubhonti, sundarasundare cettha kāme patthenti ‘‘puttaṃ labhāma, dhītaraṃ labhāmā’’ti, tesaṃ taṃ tatheva hoti, evaṃ taṃ sundarasirikattā sundarakāmattā ca subhagaṃ."
MAIN001-S177,MAIN001,1839,1841,Apica bahujanakantatāyapi subhagaṃ.
MAIN001-S178,MAIN001,1842,1851,"Vanayatīti vanaṃ, attasampadāya sattānaṃ bhattiṃ kāreti, attani sinehaṃ uppādetīti attho."
MAIN001-S179,MAIN001,1852,1865,"Vanute iti vā vanaṃ, nānāvidhakusuma-gandhasammodamattakokilādivihaṅgamābhirutehi mandamālutacalitarukkhasākhāviṭapapallavapalāsehi ca ‘‘etha maṃ paribhuñjathā’’ti sabbapāṇino yācati viyāti attho."
MAIN001-S180,MAIN001,1866,1869,Subhagañca taṃ vanañcāti subhagavanaṃ.
MAIN001-S181,MAIN001,1870,1871,Tasmiṃ subhagavane.
MAIN001-S182,MAIN001,1872,1876,"Vanañca nāma ropimaṃ, sayaṃjātanti duvidhaṃ."
MAIN001-S183,MAIN001,1877,1879,Tattha veḷuvanajetavanādīni ropimāni.
MAIN001-S184,MAIN001,1880,1882,Andhavanamahāvanaañjanavanādīni sayaṃ jātāni.
MAIN001-S185,MAIN001,1883,1885,Idampi sayaṃjātanti veditabbaṃ.
MAIN001-S186,MAIN001,1886,1890,Sālarājamūleti ettha sālarukkhopi sāloti vuccati.
MAIN001-S187,MAIN001,1891,1913,"Yathāha ‘‘seyyathāpi, bhikkhave, gāmassa vā nigamassa vā avidūre mahantaṃ sālavanaṃ, tañcassa eḷaṇḍehi sañchanna’’nti (ma. ni. 1.225) ‘‘antarena yamakasālāna’’nti ca (dī. ni. 2.195) vanappatijeṭṭhakarukkhopi."
MAIN001-S188,MAIN001,1914,1928,"Yathāha – ‘‘Taveva deva vijite, tavevuyyānabhūmiyā; Ujuvaṃsā mahāsālā, nīlobhāsā manoramā’’ti. (jā. 2.19.4); Yo koci rukkhopi."
MAIN001-S189,MAIN001,1929,1940,"Yathāha ‘‘atha kho taṃ, bhikkhave, māluvabījaṃ aññatarasmiṃ sālamūle nipateyyā’’ti (ma. ni. 1.469)."
MAIN001-S190,MAIN001,1941,1944,Idha pana vanappatijeṭṭhakarukkho adhippeto.
MAIN001-S191,MAIN001,1945,1949,Rājasaddo panassa tameva jeṭṭhakabhāvaṃ sādheti.
MAIN001-S192,MAIN001,1950,1958,Yathāha ‘‘suppatiṭṭhitassa kho brāhmaṇa dhammika nigrodharājassā’’ti (a. ni. 6.54).
MAIN001-S193,MAIN001,1959,1972,"Tattha dvedhā samāso, sālānaṃ rājātipi sālarājā, sālo ca so jeṭṭhakaṭṭhena rājā ca itipi sālarājā."
MAIN001-S194,MAIN001,1973,1974,Mūlanti samīpaṃ.
MAIN001-S195,MAIN001,1975,1985,"Ayañhi mūlasaddo, ‘‘mūlāni uddhareyya, antamaso usiranāḷimattānipī’’tiādīsu (a. ni. 4.195) mūlamūle dissati."
MAIN001-S196,MAIN001,1986,1991,‘‘Lobho akusalamūla’’ntiādīsu (dī. ni. 3.305) asādhāraṇahetumhi.
MAIN001-S197,MAIN001,1992,2002,"‘‘Yāva majjhanhike kāle chāyā pharati, nivāte paṇṇāni patanti, ettāvatā rukkhamūla’’ntiādīsu samīpe."
MAIN001-S198,MAIN001,2003,2012,"Idha pana samīpe adhippeto, tasmā sālarājassa samīpeti evamettha attho daṭṭhabbo."
MAIN001-S199,MAIN001,2013,2037,"Tattha siyā – yadi tāva bhagavā ukkaṭṭhāyaṃ viharati, ‘‘subhagavane sālarājamūle’’ti na vattabbaṃ, atha tattha viharati, ‘‘ukkaṭṭhāya’’nti na vattabbaṃ, na hi sakkā ubhayattha ekaṃ samayaṃ viharitunti."
MAIN001-S200,MAIN001,2038,2042,Na kho panetaṃ evaṃ daṭṭhabbaṃ.
MAIN001-S201,MAIN001,2043,2047,Nanu avocumha ‘‘samīpatthe cetaṃ bhummavacana’’nti.
MAIN001-S202,MAIN001,2048,2071,"Tasmā yathā gaṅgāyamunādīnaṃ samīpe goyūthāni carantāni ‘‘gaṅgāya caranti, yamunāya carantī’’ti vuccanti, evamidhāpi yadidaṃ ukkaṭṭhāya samīpe subhagavanaṃ sālarājamūlaṃ, tattha viharanto vuccati ‘‘ukkaṭṭhāyaṃ viharati subhagavane sālarājamūle’’ti."
MAIN001-S203,MAIN001,2072,2075,"Gocaragāmanidassanatthañhissa ukkaṭṭhāvacanaṃ, pabbajitānurūpanivāsaṭṭhānanidassanatthaṃ sesavacanaṃ."
MAIN001-S204,MAIN001,2076,2084,"Tattha ukkaṭṭhākittanena āyasmā ānando bhagavato gahaṭṭhānuggahakaraṇaṃ dasseti, subhagavanādikittanena pabbajitānuggahakaraṇaṃ."
MAIN001-S205,MAIN001,2085,2091,"Tathā purimena paccayaggahaṇato attakilamathānuyogavivajjanaṃ, pacchimena vatthukāmappahānato kāmasukhallikānuyogavivajjanupāyadassanaṃ."
MAIN001-S206,MAIN001,2092,2096,"Purimena ca dhammadesanābhiyogaṃ, pacchimena vivekādhimuttiṃ."
MAIN001-S207,MAIN001,2097,2102,"Purimena karuṇāya upagamanaṃ, pacchimena paññāya apagamanaṃ."
MAIN001-S208,MAIN001,2103,2108,"Purimena sattānaṃ hitasukhanipphādanādhimuttataṃ, pacchimena parahitasukhakaraṇe nirupalepanaṃ."
MAIN001-S209,MAIN001,2109,2113,"Purimena dhammikasukhāpariccāganimittaṃ phāsuvihāraṃ, pacchimena uttarimanussadhammānuyoganimittaṃ."
MAIN001-S210,MAIN001,2114,2118,"Purimena manussānaṃ upakārabahulataṃ, pacchimena devānaṃ."
MAIN001-S211,MAIN001,2119,2126,"Purimena loke jātassa loke saṃvaḍḍhabhāvaṃ, pacchimena lokena anupalittataṃ."
MAIN001-S212,MAIN001,2127,2139,"Purimena ‘‘ekapuggalo, bhikkhave, loke uppajjamāno uppajjati bahujanahitāya bahujanasukhāya lokānukampāya atthāya hitāya sukhāya devamanussānaṃ."
MAIN001-S213,MAIN001,2140,2156,"Katamo ekapuggalo, tathāgato arahaṃ sammāsambuddho’’ti (a. ni. 1.170) vacanato yadatthaṃ bhagavā uppanno, tadatthaparinipphādanaṃ, pacchimena yattha uppanno, tadanurūpavihāraṃ."
MAIN001-S214,MAIN001,2157,2174,"Bhagavā hi paṭhamaṃ lumbinivane, dutiyaṃ bodhimaṇḍeti lokiyalokuttarāya uppattiyā vaneyeva uppanno, tenassa vaneyeva vihāraṃ dassetīti evamādinā nayenettha atthayojanā veditabbā."
MAIN001-S215,MAIN001,2175,2176,Tatrāti desakālaparidīpanaṃ.
MAIN001-S216,MAIN001,2177,2182,"Tañhi yaṃ samayaṃ viharati, tatra samaye."
MAIN001-S217,MAIN001,2183,2188,"Yasmiñca sālarājamūle viharati, tatra sālarājamūleti dīpeti."
MAIN001-S218,MAIN001,2189,2192,Bhāsitabbayutte vā desakāle dīpeti.
MAIN001-S219,MAIN001,2193,2201,Na hi bhagavā ayutte dese kāle vā dhammaṃ bhāsati.
MAIN001-S220,MAIN001,2202,2209,‘‘Akālo kho tāva bāhiyā’’ti (udā. 10) ādicettha sādhakaṃ.
MAIN001-S221,MAIN001,2210,2215,Khoti padapūraṇamatte avadhāraṇe ādikālatthe vā nipāto.
MAIN001-S222,MAIN001,2216,2217,Bhagavāti lokagarudīpanaṃ.
MAIN001-S223,MAIN001,2218,2219,Bhikkhūti kathāsavanayuttapuggalavacanaṃ.
MAIN001-S224,MAIN001,2220,2230,"Apicettha, ‘‘bhikkhakoti bhikkhu, bhikkhācariyaṃ ajjhupagatoti bhikkhū’’tiādinā (pārā. 45) nayena vacanattho veditabbo."
MAIN001-S225,MAIN001,2231,2236,Āmantesīti ālapi abhāsi sambodhesīti ayamettha attho.
MAIN001-S226,MAIN001,2237,2240,Aññatra pana ñāpanepi hoti.
MAIN001-S227,MAIN001,2241,2247,"Yathāha ‘‘āmantayāmi vo, bhikkhave, paṭivedayāmi vo, bhikkhave’’ti."
MAIN001-S228,MAIN001,2248,2248,Pakkosanepi.
MAIN001-S229,MAIN001,2249,2259,Yathāha ‘‘ehi tvaṃ bhikkhu mama vacanena sāriputtaṃ āmantehī’’ti (a. ni. 9.11).
MAIN001-S230,MAIN001,2260,2261,Bhikkhavoti āmantanākāradīpanaṃ.
MAIN001-S231,MAIN001,2262,2264,Tañca bhikkhanasīlatādiguṇayogasiddhattā vuttaṃ.
MAIN001-S232,MAIN001,2265,2268,Bhikkhanasīlatāguṇayuttopi hi bhikkhu bhikkhanadhammatāguṇayuttopi.
MAIN001-S233,MAIN001,2269,2272,Bhikkhane sādhukāritāguṇayuttopīti saddavidū maññanti.
MAIN001-S234,MAIN001,2273,2282,Tena ca nesaṃ bhikkhanasīlatādiguṇayogasiddhena vacanena hīnādhikajanasevitaṃ vuttiṃ pakāsento uddhatadīnabhāvaniggahaṃ karoti.
MAIN001-S235,MAIN001,2283,2291,Bhikkhavoti iminā ca karuṇāvipphārasommahadayanayananipātapubbaṅgamena vacanena te attano mukhābhimukhe karoti.
MAIN001-S236,MAIN001,2292,2298,Teneva ca kathetukamyatādīpakena vacanena nesaṃ sotukamyataṃ janeti.
MAIN001-S237,MAIN001,2299,2305,Teneva ca sambodhanaṭṭhena sādhukaṃ savanamanasikārepi ne niyojeti.
MAIN001-S238,MAIN001,2306,2308,Sādhukasavanamanasikārāyattā hi sāsanasampatti.
MAIN001-S239,MAIN001,2309,2315,Aparesupi devamanussesu vijjamānesu kasmā bhikkhūyeva āmantesīti ce.
MAIN001-S240,MAIN001,2316,2316,Jeṭṭhaseṭṭhāsannasadāsannihitabhāvato.
MAIN001-S241,MAIN001,2317,2320,Sabbaparisasādhāraṇā hi bhagavato dhammadesanā.
MAIN001-S242,MAIN001,2321,2325,"Parisāya ca jeṭṭhā bhikkhū, paṭhamuppannattā."
MAIN001-S243,MAIN001,2326,2332,"Seṭṭhā, anagāriyabhāvaṃ ādiṃ katvā satthucariyānuvidhāyakattā sakalasāsanapaṭiggāhakattā ca."
MAIN001-S244,MAIN001,2333,2336,"Āsannā, tattha nisinnesu satthusantikattā."
MAIN001-S245,MAIN001,2337,2338,"Sadāsannihitā, satthusantikāvacarattāti."
MAIN001-S246,MAIN001,2339,2344,"Apica te dhammadesanāya bhājanaṃ, yathānusiṭṭhaṃ paṭipattisabbhāvato."
MAIN001-S247,MAIN001,2345,2354,Visesato ca ekacce bhikkhūyeva sandhāya ayaṃ desanātipi te eva āmantesi.
MAIN001-S248,MAIN001,2355,2368,"Tattha siyā – kimatthaṃ pana bhagavā dhammaṃ desento paṭhamaṃ bhikkhū āmantesi, na dhammameva desetīti."
MAIN001-S249,MAIN001,2369,2369,Satijananatthaṃ.
MAIN001-S250,MAIN001,2370,2400,"Bhikkhū hi aññaṃ cintentāpi vikkhittacittāpi dhammaṃ paccavekkhantāpi kammaṭṭhānaṃ manasikarontāpi nisinnā honti, te anāmantetvā dhamme desiyamāne – ‘‘ayaṃ desanā kinnidānā kiṃpaccayā katamāya aṭṭhuppattiyā desitā’’ti sallakkhetuṃ asakkontā duggahitaṃ vā gaṇheyyuṃ, na vā gaṇheyyuṃ."
MAIN001-S251,MAIN001,2401,2409,Tena nesaṃ satijananatthaṃ bhagavā paṭhamaṃ āmantetvā pacchā dhammaṃ deseti.
MAIN001-S252,MAIN001,2410,2421,"Bhadanteti gāravavacanametaṃ, satthuno paṭivacanadānaṃ vā, apicettha bhikkhavoti vadamāno bhagavā te bhikkhū ālapati."
MAIN001-S253,MAIN001,2422,2426,Bhadanteti vadamānā te bhagavantaṃ paccālapanti.
MAIN001-S254,MAIN001,2427,2430,Tathā bhikkhavoti bhagavā ābhāsati.
MAIN001-S255,MAIN001,2431,2433,Bhadanteti te paccābhāsanti.
MAIN001-S256,MAIN001,2434,2439,"Bhikkhavoti paṭivacanaṃ dāpeti, bhadanteti paṭivacanaṃ denti."
MAIN001-S257,MAIN001,2440,2444,Te bhikkhūti ye bhagavā āmantesi.
MAIN001-S258,MAIN001,2445,2455,"Bhagavato paccassosunti bhagavato āmantanaṃ paṭiassosuṃ, abhimukhā hutvā suṇiṃsu sampaṭicchiṃsu paṭiggahesunti attho."
MAIN001-S259,MAIN001,2456,2464,Bhagavā etadavocāti bhagavā etaṃ idāni vattabbaṃ sakalaṃ suttaṃ avoca.
MAIN001-S260,MAIN001,2465,2507,"Ettāvatā ca yaṃ āyasmatā ānandena kamalakuvalayujjalavimalasādurasasalilāya pokkharaṇiyā sukhāvataraṇatthaṃ nimmalasilātalaracanavilāsasobhitaratanasopānaṃ vippakiṇṇamuttātalasadisavālikākiṇṇapaṇḍarabhūmibhāgaṃ titthaṃ viya suvibhattabhittivicitravedikāparikkhittassa nakkhattapathaṃ phusitukāmatāya viya, vijambhitasamussayassa pāsādavarassa sukhārohaṇatthaṃ dantamaya-saṇhamuduphalaka-kañcanalatāvinaddha- maṇigaṇappabhāsamudayujjalasobhaṃ sopānaṃ viya, suvaṇṇavalayānūpurādisaṅghaṭṭanasaddasammissitakathitahasitamadhurassaragehajanavicaritassa uḷāraissariyavibhavasobhitassa mahāgharassa sukhappavesanatthaṃ suvaṇṇarajatamaṇimuttāpavāḷādijutivissaravijjotita-suppatiṭṭhitavisāladvārabāhaṃ mahādvāraṃ viya ca atthabyañjanasampannassa buddhānaṃ desanāñāṇagambhīrabhāvasaṃsūcakassa imassa suttassa sukhāvagāhaṇatthaṃ kāladesadesakavatthuparisāpadesapaṭimaṇḍitaṃ nidānaṃ bhāsitaṃ, tassa atthavaṇṇanā samattā."
MAIN001-S261,MAIN001,2508,2518,Suttanikkhepavaṇṇanā Idāni ‘‘sabbadhammamūlapariyāyaṃ vo’’tiādinā nayena bhagavatā nikkhittassa suttassa vaṇṇanāya okāso anuppatto.
MAIN001-S262,MAIN001,2519,2531,"Sā panesā suttavaṇṇanā yasmā suttanikkhepaṃ vicāretvā vuccamānā pākaṭā hoti, tasmā suttanikkhepaṃ tāva vicārayissāma."
MAIN001-S263,MAIN001,2532,2538,Cattāro hi suttanikkhepā attajjhāsayo parajjhāsayo pucchāvasiko aṭṭhuppattikoti.
MAIN001-S264,MAIN001,2539,2548,Tattha yāni suttāni bhagavā parehi anajjhiṭṭho kevalaṃ attano ajjhāsayeneva kathesi.
MAIN001-S265,MAIN001,2549,2557,"Seyyathidaṃ, ākaṅkheyyasuttaṃ, vatthasuttaṃ, mahāsatipaṭṭhānasuttaṃ, mahāsaḷāyatanavibhaṅgasuttaṃ, ariyavaṃsasuttaṃ, sammappadhānasuttantahārako, iddhipādaindriyabalabojjhaṅgamaggaṅgasuttantahārakoti evamādīni."
MAIN001-S266,MAIN001,2558,2560,Tesaṃ attajjhāsayo nikkhepo.
MAIN001-S267,MAIN001,2561,2586,"Yāni pana ‘‘paripakkā kho rāhulassa vimuttiparipācanīyā dhammā, yaṃnūnāhaṃ rāhulaṃ uttari āsavānaṃ khaye vineyya’’nti (saṃ. ni. 4.121) evaṃ paresaṃ ajjhāsayaṃ khantiṃ manaṃ abhinīhāraṃ bujjhanabhāvañca avekkhitvā parajjhāsayavasena kathitāni."
MAIN001-S268,MAIN001,2587,2592,"Seyyathidaṃ, cūḷarāhulovādasuttaṃ, mahārāhulovādasuttaṃ, dhammacakkappavattanaṃ, dhātuvibhaṅgasuttanti evamādīni."
MAIN001-S269,MAIN001,2593,2595,Tesaṃ parajjhāsayo nikkhepo.
MAIN001-S270,MAIN001,2596,2616,"Bhagavantaṃ pana upasaṅkamitvā catasso parisā cattāro vaṇṇā nāgā supaṇṇā gandhabbā asurā yakkhā mahārājāno tāvatiṃsādayo devā mahābrahmāti evamādayo ‘‘bojjhaṅgā bojjhaṅgā’’ti, bhante, vuccanti."
MAIN001-S271,MAIN001,2617,2620,"‘‘Nīvaraṇā nīvaraṇā’’ti, bhante, vuccanti."
MAIN001-S272,MAIN001,2621,2625,"Ime nu kho, bhante, pañcupādānakkhandhā."
MAIN001-S273,MAIN001,2626,2636,‘‘Kiṃ sūdha vittaṃ purisassa seṭṭha’’ntiādinā (su. ni. 183) nayena pañhaṃ pucchanti.
MAIN001-S274,MAIN001,2637,2642,Evaṃ puṭṭhena bhagavatā yāni kathitāni bojjhaṅgasaṃyuttādīni.
MAIN001-S275,MAIN001,2643,2650,"Yāni vā panaññānipi devatāsaṃyutta-mārasaṃyutta-brahmasaṃyutta-sakkapañha-cūḷavedalla-mahāvedalla-sāmaññaphala- āḷavaka-sūciloma-kharalomasuttādīni, tesaṃ pucchāvasiko nikkhepo."
MAIN001-S276,MAIN001,2651,2656,Yāni panetāni uppannaṃ kāraṇaṃ paṭicca kathitāni.
MAIN001-S277,MAIN001,2657,2666,"Seyyathidaṃ, dhammadāyādaṃ cūḷasīhanādaṃ candūpamaṃ puttamaṃsūpamaṃ dārukkhandhūpamaṃ aggikkhandhūpamaṃ pheṇapiṇḍūpamaṃ pāricchattakūpamanti evamādīni."
MAIN001-S278,MAIN001,2667,2669,Tesaṃ aṭṭhuppattiko nikkhepo.
MAIN001-S279,MAIN001,2670,2676,Evamimesu catūsu nikkhepesu imassa suttassa aṭṭhuppattiko nikkhepo.
MAIN001-S280,MAIN001,2677,2680,Aṭṭhuppattiyañhi idaṃ bhagavatā nikkhittaṃ.
MAIN001-S281,MAIN001,2681,2686,Katarāya aṭṭhuppattiyā? Pariyattiṃ nissāya uppanne māne.
MAIN001-S282,MAIN001,2687,2741,"Pañcasatā kira brāhmaṇā tiṇṇaṃ vedānaṃ pāragū aparabhāge bhagavato dhammadesanaṃ sutvā kāmesu ādīnavaṃ nekkhamme ca ānisaṃsaṃ sampassamānā bhagavato santike pabbajitvā nacirasseva sabbaṃ buddhavacanaṃ uggaṇhitvā pariyattiṃ nissāya mānaṃ uppādesuṃ ‘‘yaṃ yaṃ bhagavā katheti, taṃ taṃ mayaṃ khippameva jānāma, bhagavā hi tīṇi liṅgāni cattāri padāni satta vibhattiyo muñcitvā na kiñci katheti, evaṃ kathite ca amhākaṃ gaṇṭhipadaṃ nāma natthī’’ti."
MAIN001-S283,MAIN001,2742,2753,Te bhagavati agāravā hutvā tato paṭṭhāya bhagavato upaṭṭhānampi dhammassavanampi abhiṇhaṃ na gacchanti.
MAIN001-S284,MAIN001,2754,2781,Bhagavā tesaṃ taṃ cittacāraṃ ñatvā ‘‘abhabbā ime imaṃ mānakhilaṃ anupahacca maggaṃ vā phalaṃ vā sacchikātu’’nti tesaṃ sutapariyattiṃ nissāya uppannaṃ mānaṃ aṭṭhuppattiṃ katvā desanākusalo bhagavā mānabhañjanatthaṃ sabbadhammamūlapariyāyanti desanaṃ ārabhi.
MAIN001-S285,MAIN001,2782,2786,Tattha sabbadhammamūlapariyāyanti sabbesaṃ dhammānaṃ mūlapariyāyaṃ.
MAIN001-S286,MAIN001,2787,2788,Sabbesanti anavasesānaṃ.
MAIN001-S287,MAIN001,2789,2792,Anavasesavācako hi ayaṃ sabba-saddo.
MAIN001-S288,MAIN001,2793,2801,"So yena yena sambandhaṃ gacchati, tassa tassa anavasesataṃ dīpeti."
MAIN001-S289,MAIN001,2802,2810,"Yathā, ‘‘sabbaṃ rūpaṃ aniccaṃ sabbā vedanā aniccā sabbasakkāyapariyāpannesu dhammesū’’ti."
MAIN001-S290,MAIN001,2811,2814,Dhamma-saddo panāyaṃ pariyatti-sacca-samādhi-paññā-pakati-sabhāvasuññatā-puññāpatti-ñeyyādīsu dissati.
MAIN001-S291,MAIN001,2815,2827,‘‘Idha bhikkhu dhammaṃ pariyāpuṇāti suttaṃ geyya’’ntiādīsu (a. ni. 5.73) hi dhammasaddo pariyattiyaṃ vattati.
MAIN001-S292,MAIN001,2828,2833,‘‘Diṭṭhadhammo viditadhammo’’tiādīsu (dī. ni. 1.299) saccesu.
MAIN001-S293,MAIN001,2834,2838,‘‘Evaṃ dhammā te bhagavanto’’tiādīsu samādhimhi.
MAIN001-S294,MAIN001,2839,2851,"‘‘Yassete caturo dhammā, vānarinda yathā tava; Saccaṃ dhammo dhiti cāgo, diṭṭhaṃ so ativattatī’’ti."
MAIN001-S295,MAIN001,2852,2856,– Ādīsu (jā. 1.1.57) paññāya.
MAIN001-S296,MAIN001,2857,2861,"‘‘Jātidhammā jarādhammā, atho maraṇadhammino’’tiādīsu pakatiyaṃ."
MAIN001-S297,MAIN001,2862,2867,‘‘Kusalā dhammā’’tiādīsu (dha. sa. 1.tikamātikā) sabhāve.
MAIN001-S298,MAIN001,2868,2877,‘‘Tasmiṃ kho pana samaye dhammā hontī’’tiādīsu (dha. sa. 121) suññatāyaṃ.
MAIN001-S299,MAIN001,2878,2883,‘‘Dhammo suciṇṇo sukhamāvahātī’’tiādīsu (jā. 1.10.102) puññe.
MAIN001-S300,MAIN001,2884,2889,‘‘Dve aniyatā dhammā’’tiādīsu (pārā. 443) āpattiyaṃ.
MAIN001-S301,MAIN001,2890,2898,‘‘Sabbe dhammā sabbākārena buddhassa bhagavato ñāṇamukhe āpāthaṃ āgacchantī’’tiādīsu ñeyye.
MAIN001-S302,MAIN001,2899,2902,Idha panāyaṃ sabhāve vattati.
MAIN001-S303,MAIN001,2903,2909,Tatrāyaṃ vacanattho – attano lakkhaṇaṃ dhārentīti dhammā.
MAIN001-S304,MAIN001,2910,2912,Mūla-saddo vitthārito eva.
MAIN001-S305,MAIN001,2913,2916,Idha panāyaṃ asādhāraṇahetumhi daṭṭhabbo.
MAIN001-S306,MAIN001,2917,2925,Pariyāyasaddo ‘‘madhupiṇḍikapariyāyoti naṃ dhārehī’’tiādīsu (ma. ni. 1.205) desanāyaṃ vattati.
MAIN001-S307,MAIN001,2926,2941,"‘‘Atthi khvesa brāhmaṇa, pariyāyo, yena maṃ pariyāyena sammā vadamāno vadeyya akiriyavādo samaṇo gotamo’’tiādīsu (pārā. 3) kāraṇe."
MAIN001-S308,MAIN001,2942,2953,"‘‘Kassa nu kho, ānanda, ajja pariyāyo bhikkhuniyo ovaditu’’ntiādīsu (ma. ni. 3.398) vāre."
